elecro_idx,trial_idx,sub_trial_idx,B1_P,B1_RP,B2_P,B2_RP,B3_P,B3_RP,B4_P,B4_RP,B5_P,B5_RP
0,0,0,201.20750282233513,0.20964401016451045,63.13617647886498,0.06578343768408527,7.975733071348007,0.008310150673434507,2.0195800159505635,0.002104259768910482,0.4047133122952251,0.0004216826935695885
0,0,1,206.20547893204701,0.14845229446548905,27.3648914074489,0.019700644901746053,7.515163550714327,0.005410347378570881,2.2113147236392687,0.001591978768991623,0.22518214616111926,0.00016211405459938048
0,0,2,65.26084313010739,0.1450163032097651,56.48642972694089,0.12551865448915892,8.18301386306069,0.018183498137918825,2.038848823917298,0.00453053171039498,0.4412696168252491,0.0009805464575934279
0,0,3,242.0510343769902,0.24802401569360105,44.48547452967554,0.045583221989876355,6.26416180284387,0.006418739623628307,1.8657008041505645,0.0019117398391592763,0.29974113485789133,0.00030713770807615524
0,0,4,170.54707794467745,0.19275116716662732,43.628674505410146,0.049308836212242656,5.157407357064031,0.005828867311055956,1.5423737611994994,0.0017431805121564242,0.4410380451703737,0.0004984582497452886
0,0,5,58.038301560184955,0.16920325939545422,35.440096660439885,0.10332107775445508,8.501768286736581,0.02478582015790043,1.5911561954423832,0.004638812770855034,0.3902494849546775,0.0011377225565991956
0,1,0,243.94847457941415,0.14102467341648778,42.09595954726235,0.0243353394914293,5.543750046262183,0.003204797821034364,1.1121859285997613,0.000642945841861108,0.47431340922372656,0.00027419681040498513
0,1,1,111.52666561573878,0.1663194981649734,41.64728113156083,0.06210850884399839,5.215010217528901,0.007777134531153893,1.5973739832253102,0.0023821606949784566,0.5877529862847849,0.0008765148781607136
0,1,2,859.6303747810623,0.23366293664033733,49.779648660011226,0.013531000336958662,14.4203020822011,0.003919696453985877,1.004930921635562,0.0002731582284186395,0.40759531004357763,0.00011079170757532574
0,1,3,616.754578841965,0.09111835028868237,49.73819433290153,0.0073482425091377515,6.582948918020647,0.0009725545071282002,1.8075752134021563,0.0002670483156803939,0.29946668196742166,4.4242736030483314e-05
0,1,4,672.5492296450734,0.18828289400987064,95.39388374549826,0.02670590599281811,6.794166216958621,0.001902054483637062,2.178814929730586,0.0006099681070158709,0.44045790892104225,0.00012330798419761055
0,1,5,554.9799843041753,0.12547669146293586,31.67134810163644,0.007160647386133807,6.423131084421156,0.0014522203684812105,1.9965419506641393,0.0004514027269837298,0.3039617113723968,6.872339715501565e-05
0,2,0,867.274517430095,0.19480427103285658,47.895275690917316,0.010758074957089797,6.61445995823121,0.0014857176413500572,1.7332566258218725,0.0003893182455153986,0.5564214032005159,0.00012498149508502365
0,2,1,445.48141143790514,0.19054833064298488,21.752133373702197,0.00930416532735677,6.7001222138629934,0.0028658818755976983,1.8150478029744426,0.0007763608537058014,0.3263770860743679,0.00013960315136574722
0,2,2,240.50799144674153,0.22094871143221906,53.463699055407304,0.049115770929832166,5.300805198831942,0.004869717929911194,1.3310132452623256,0.001222768772342643,0.2723635842909799,0.0002502136524784815
0,2,3,92.66528169514562,0.17559282950490995,42.59430392306811,0.08071258415043943,7.54064064285563,0.014288872839288059,1.1563974317236005,0.0021912748049110523,0.24737533179568355,0.000468755219485784
0,2,4,104.72952602714773,0.17230422308990384,46.38880694860375,0.07632028564012387,12.236485554378634,0.020131840721321587,1.6964990264596387,0.0027911321459731745,0.4437363994604404,0.0007300487118209935
