elecro_idx,B1_P,B1_RP,B2_P,B2_RP,B3_P,B3_RP,B4_P,B4_RP,B5_P,B5_RP
0,335.2400903648877,0.017545205494478907,41.762164457278885,0.0021856746205373453,5.218557525516507,0.00027311967393365297,1.2436029279621732,6.508550006916857e-05,0.3651943276261599,1.9112897615094215e-05
0,264.0434019850396,0.01278187942694994,47.00689073868478,0.0022755213920919006,4.037657316826916,0.00019545593111979352,1.0859945575691703,5.257109773930069e-05,0.22067647244587843,1.0682562192285623e-05
0,388.51590772129407,0.02132750045697313,66.97331758184163,0.003676486426796177,6.792215427068645,0.00037285726207273855,1.5104502461814486,8.291585408847444e-05,0.3931949876648164,2.1584357583413558e-05
0,872.8133894204126,0.019362716784030686,90.80150363728917,0.0020143639176530763,8.379563189171215,0.00018589438564130327,1.0334907476644428,2.292722463759528e-05,0.27978451357467404,6.2068116307216505e-06
0,531.0968671998504,0.030636572794621928,44.79198581289208,0.0025838467871360238,7.880371029212586,0.0004545829124506068,1.355491105445416,7.819214250573673e-05,0.38613349864821267,2.227429263921169e-05
0,357.23851761208675,0.023898037851454862,37.16046622735314,0.0024859083908844123,5.220562213208839,0.00034923779835133504,1.4229650913067027,9.51915091369642e-05,0.49129656535040744,3.2866063809454574e-05
0,584.3848281566777,0.04933467124723707,60.79774507907732,0.005132639694823553,6.263394471527242,0.0005287654508746296,1.2092308006160455,0.00010208513489065362,0.37841104288983074,3.194604564971473e-05
0,235.61477310006848,0.016900423146093017,56.24656231977909,0.004034512315208819,4.862966155866095,0.0003488159282116018,1.3476875797814307,9.666834582297909e-05,0.3372530703569977,2.419084135242912e-05
0,470.82876271560644,0.009325790450860759,26.99616218736935,0.0005347178666077536,7.442325683865832,0.00014741149073918113,1.2532596201601272,2.4823539944177855e-05,0.2815480565818059,5.576673273707748e-06
0,756.9263676916071,0.026073434919721594,47.71302326722753,0.0016435448150328893,9.580982390623577,0.00033003094024952986,1.0603854523378806,3.652652657043624e-05,0.1779207632425313,6.128740706204853e-06
0,109.38906699448492,0.02452441770687628,30.279978987149768,0.006788602126698248,6.647276699706485,0.0014902823003783996,2.195547042405646,0.0004922293812577043,0.4205426300511905,9.428330825276823e-05
0,81.72514849250668,0.015229595208370405,49.71964022743282,0.009265324181564984,5.864899574247812,0.0010929322014230148,2.134305853837071,0.0003977308674792348,0.5662476658010825,0.00010552104091466773
0,476.93463787251983,0.026042518661053955,29.426368187207732,0.0016067961556762345,6.087402640855403,0.0003323962746320805,1.37698337561871,7.518874161766459e-05,0.45404753661691644,2.4792792358503882e-05
0,284.56056952119013,0.034956076640042286,21.076944742832783,0.0025891405018204213,5.930307999164995,0.000728492711645457,1.2825002140424173,0.00015754528411428053,0.20748445886127015,2.54878694464806e-05
0,140.26045510879965,0.024628956491946002,41.238207194177754,0.007241200023224069,6.973823191027364,0.0012245645989178116,1.442038756900658,0.00025321399232489735,0.381107049540318,6.692028009335559e-05
0,142.38599043890613,0.022029292320209413,42.45392974578871,0.0065682728028843155,5.239981595133299,0.0008107053647334622,1.3535686285742754,0.00020941778683712436,0.265236207925178,4.103610151726721e-05
0,245.08300580695632,0.02219072396623455,22.92301266618461,0.002075534551548914,6.559661882671776,0.000593936106140527,2.086606925126107,0.00018892912688519273,0.37398907579600343,3.3862357449268415e-05
0,450.40805340865774,0.07118201988140996,41.26911691564371,0.0065221282757843245,5.3047630803769135,0.0008383592349112751,0.9494278203697015,0.00015004658436735838,0.16225056937979754,2.5641911080315585e-05
0,490.8424569278027,0.0274299975617891,30.1530325043609,0.0016850571836266876,6.144027429131456,0.0003433497958906805,1.0550227745583616,5.8958371928336396e-05,0.27265711542560844,1.5237035643045364e-05
0,402.755213010237,0.02667348338295976,48.421163841200084,0.0032068141327049543,4.4930045225918995,0.0002975605966144799,0.8807446699306589,5.832954499195691e-05,0.22951318268360202,1.5200091436993175e-05
0,188.15390547347852,0.01903926882976489,30.142699323270865,0.003050135761074704,5.125705426049247,0.0005186694546847559,1.0955155715993758,0.00011085507591451035,0.32236218973023845,3.26197873776838e-05
0,131.38624172533287,0.03310231356562154,35.04722211317032,0.008830027564221429,5.215272750574145,0.0013139701056420446,1.192191367433713,0.00030036853141380854,0.3229795015874442,8.137357912380494e-05
0,357.78882974367576,0.014464843041341343,35.04613140279511,0.0014168603036344954,8.836681018977137,0.00035725319887006313,1.2465103067012473,5.0394462981879904e-05,0.300166322568581,1.2135255159759236e-05
0,1082.6123357193812,0.01408870973002391,41.17151043053511,0.0005357905507487343,8.12657418560714,0.00010575617977273964,1.0923168554601528,1.4215000699732995e-05,0.24544031616152445,3.194067956141717e-06
0,265.0271066124993,0.021779160409992202,33.95203991127674,0.002790080354140196,4.988616276584427,0.0004099500443571086,1.0324448279584106,8.484332719765859e-05,0.26300537402207086,2.161302027830586e-05
0,643.1985798107683,0.035155882106202734,31.440270953636123,0.001718459110028335,5.68945855788418,0.0003109738432070988,1.008522837928425,5.512373799403581e-05,0.16236414206260716,8.874482649366396e-06
0,144.5804551692976,0.015818302605012307,48.022458748521615,0.005254055836463763,4.794328176246658,0.000524539321658679,0.8776554437528926,9.602279489273419e-05,0.3257783768650365,3.5642860173504346e-05
